"time","year","month","clave","delegacion","edos","cveEdo","valor","INPC","INPC_ms","valor_def"
2013-06-01,"2013/Jun","Jun","Salario diario hombres","BAJA.CALIFORNIA.4","Baja California","2",290.88,81.619237934972,0.610552269469648,476.421126487124
2013-06-01,"2013/Jun","Jun","Salario diario mujeres","BAJA.CALIFORNIA.5","Baja California","2",236.28,81.619237934972,0.610552269469648,386.993893586282
2013-06-01,"2013/Jun","Jun","Salario diario hombres","BAJA.CALIFORNIA.SUR.4","Baja California Sur","3",271.97,81.619237934972,0.610552269469648,445.449167253518
2013-06-01,"2013/Jun","Jun","Salario diario mujeres","BAJA.CALIFORNIA.SUR.5","Baja California Sur","3",239.35,81.619237934972,0.610552269469648,392.022128110194
2013-06-01,"2013/Jun","Jun","Salario diario hombres","CAMPECHE.4","Campeche","4",354.28,81.619237934972,0.610552269469648,580.261539782242
2013-06-01,"2013/Jun","Jun","Salario diario mujeres","CAMPECHE.5","Campeche","4",264.9,81.619237934972,0.610552269469648,433.869487095844
2013-06-01,"2013/Jun","Jun","Salario diario hombres","CDMX.SUR.4","CDMX","9",347.05,81.619237934972,0.610552269469648,568.419801799218
2013-06-01,"2013/Jun","Jun","Salario diario hombres","CDMX.NORTE.3","CDMX","9",420.94,81.619237934972,0.610552269469648,689.441381268874
2013-06-01,"2013/Jun","Jun","Salario diario mujeres","CDMX.NORTE.4","CDMX","9",369.29,81.619237934972,0.610552269469648,604.845839522931
2013-06-01,"2013/Jun","Jun","Salario diario mujeres","CDMX.SUR.5","CDMX","9",319.07,81.619237934972,0.610552269469648,522.592439591057
2013-06-01,"2013/Jun","Jun","Salario diario hombres","CHIAPAS.4","Chiapas","7",249.68,81.619237934972,0.610552269469648,408.941236459383
2013-06-01,"2013/Jun","Jun","Salario diario mujeres","CHIAPAS.5","Chiapas","7",226.02,81.619237934972,0.610552269469648,370.189435535684
2013-06-01,"2013/Jun","Jun","Salario diario hombres","CHIHUAHUA.4","Chihuahua","8",277.1,81.619237934972,0.610552269469648,453.851396278817
2013-06-01,"2013/Jun","Jun","Salario diario mujeres","CHIHUAHUA.5","Chihuahua","8",213.32,81.619237934972,0.610552269469648,349.388595648492
2013-06-01,"2013/Jun","Jun","Salario diario hombres","COAHUILA.4","Coahuila","5",284.09,81.619237934972,0.610552269469648,465.300047523814
2013-06-01,"2013/Jun","Jun","Salario diario mujeres","COAHUILA.5","Coahuila","5",221.04,81.619237934972,0.610552269469648,362.032885721651
2013-06-01,"2013/Jun","Jun","Salario diario hombres","COLIMA.4","Colima","6",251.81,81.619237934972,0.610552269469648,412.429881259361
2013-06-01,"2013/Jun","Jun","Salario diario mujeres","COLIMA.5","Colima","6",209.27,81.619237934972,0.610552269469648,342.755256944309
2013-06-01,"2013/Jun","Jun","Salario diario hombres","DURANGO.4","Durango","10",223.85,81.619237934972,0.610552269469648,366.635276279369
2013-06-01,"2013/Jun","Jun","Salario diario mujeres","DURANGO.5","Durango","10",190.56,81.619237934972,0.610552269469648,312.11086999239
2013-06-01,"2013/Jun","Jun","Salario diario hombres","MÉXICO.ORIENTE.4","Estado de México","15",290.06,81.619237934972,0.610552269469648,475.078080132203
2013-06-01,"2013/Jun","Jun","Salario diario hombres","MÉXICO.PONIENTE.4","Estado de México","15",301.85,81.619237934972,0.610552269469648,494.388466137715
2013-06-01,"2013/Jun","Jun","Salario diario mujeres","MÉXICO.ORIENTE.5","Estado de México","15",227.74,81.619237934972,0.610552269469648,373.006557158202
2013-06-01,"2013/Jun","Jun","Salario diario mujeres","MÉXICO.PONIENTE.5","Estado de México","15",253.13,81.619237934972,0.610552269469648,414.591858318502
2013-06-01,"2013/Jun","Jun","Salario diario hombres","GUANAJUATO.4","Guanajuato","11",245.14,81.619237934972,0.610552269469648,401.505345665063
2013-06-01,"2013/Jun","Jun","Salario diario mujeres","GUANAJUATO.5","Guanajuato","11",201.83,81.619237934972,0.610552269469648,330.569568065513
2013-06-01,"2013/Jun","Jun","Salario diario hombres","GUERRERO.4","Guerrero","12",257,81.619237934972,0.610552269469648,420.930381969166
2013-06-01,"2013/Jun","Jun","Salario diario mujeres","GUERRERO.5","Guerrero","12",218.19,81.619237934972,0.610552269469648,357.364980707597
2013-06-01,"2013/Jun","Jun","Salario diario hombres","HIDALGO.4","Hidalgo","13",257.29,81.619237934972,0.610552269469648,421.405361777614
2013-06-01,"2013/Jun","Jun","Salario diario mujeres","HIDALGO.5","Hidalgo","13",210.33,81.619237934972,0.610552269469648,344.491390037256
2013-06-01,"2013/Jun","Jun","Salario diario hombres","JALISCO.4","Jalisco","14",290.93,81.619237934972,0.610552269469648,476.503019557546
2013-06-01,"2013/Jun","Jun","Salario diario mujeres","JALISCO.5","Jalisco","14",261.46,81.619237934972,0.610552269469648,428.23524385081
2013-06-01,"2013/Jun","Jun","Salario diario hombres","MICHOACÁN.4","Michoacán","16",258.51,81.619237934972,0.610552269469648,423.403552695911
2013-06-01,"2013/Jun","Jun","Salario diario mujeres","MICHOACÁN.5","Michoacán","16",216.2,81.619237934972,0.610552269469648,354.1056365048
2013-06-01,"2013/Jun","Jun","Salario diario hombres","MORELOS.4","Morelos","17",306.87,81.619237934972,0.610552269469648,502.610530408085
2013-06-01,"2013/Jun","Jun","Salario diario mujeres","MORELOS.5","Morelos","17",252.36,81.619237934972,0.610552269469648,413.330705034003
2013-06-01,"2013/Jun","Jun","Salario diario hombres","Nacional","NACIONAL","33",296.42,81.619237934972,0.610552269469648,485.494878689884
2013-06-01,"2013/Jun","Jun","Salario diario mujeres","Nacional","NACIONAL","33",255.97,81.619237934972,0.610552269469648,419.243384718472
2013-06-01,"2013/Jun","Jun","Salario diario hombres","NAYARIT.4","Nayarit","18",227.42,81.619237934972,0.610552269469648,372.482441507501
2013-06-01,"2013/Jun","Jun","Salario diario mujeres","NAYARIT.5","Nayarit","18",207.72,81.619237934972,0.610552269469648,340.216571761226
2013-06-01,"2013/Jun","Jun","Salario diario hombres","NUEVO.LEÓN.4","Nuevo León","19",327.78,81.619237934972,0.610552269469648,536.858212458573
2013-06-01,"2013/Jun","Jun","Salario diario mujeres","NUEVO.LEÓN.5","Nuevo León","19",282.66,81.619237934972,0.610552269469648,462.957905709745
2013-06-01,"2013/Jun","Jun","Salario diario hombres","OAXACA.4","Oaxaca","20",240.43,81.619237934972,0.610552269469648,393.79101843131
2013-06-01,"2013/Jun","Jun","Salario diario mujeres","OAXACA.5","Oaxaca","20",213.67,81.619237934972,0.610552269469648,349.961847141446
2013-06-01,"2013/Jun","Jun","Salario diario hombres","PUEBLA.4","Puebla","21",275.97,81.619237934972,0.610552269469648,452.000612887279
2013-06-01,"2013/Jun","Jun","Salario diario mujeres","PUEBLA.5","Puebla","21",218.36,81.619237934972,0.610552269469648,357.643417147031
2013-06-01,"2013/Jun","Jun","Salario diario hombres","QUERÉTARO.4","Querétaro","22",334.02,81.619237934972,0.610552269469648,547.07846764724
2013-06-01,"2013/Jun","Jun","Salario diario mujeres","QUERÉTARO.5","Querétaro","22",273.12,81.619237934972,0.610552269469648,447.332707873224
2013-06-01,"2013/Jun","Jun","Salario diario hombres","QUINTANA.ROO.4","Quintana Roo","23",218.13,81.619237934972,0.610552269469648,357.26670902309
2013-06-01,"2013/Jun","Jun","Salario diario mujeres","QUINTANA.ROO.5","Quintana Roo","23",210.41,81.619237934972,0.610552269469648,344.622418949931
2013-06-01,"2013/Jun","Jun","Salario diario hombres","SAN.LUIS.POTOSÍ.4","San Luis Potosí","24",275.08,81.619237934972,0.610552269469648,450.542916233767
2013-06-01,"2013/Jun","Jun","Salario diario mujeres","SAN.LUIS.POTOSÍ.5","San Luis Potosí","24",236.54,81.619237934972,0.610552269469648,387.419737552477
2013-06-01,"2013/Jun","Jun","Salario diario hombres","SINALOA.4","Sinaloa","25",218.64,81.619237934972,0.610552269469648,358.102018341395
2013-06-01,"2013/Jun","Jun","Salario diario mujeres","SINALOA.5","Sinaloa","25",192.14,81.619237934972,0.610552269469648,314.698691017726
2013-06-01,"2013/Jun","Jun","Salario diario hombres","SONORA.4","Sonora","26",259.74,81.619237934972,0.610552269469648,425.418122228292
2013-06-01,"2013/Jun","Jun","Salario diario mujeres","SONORA.5","Sonora","26",199.65,81.619237934972,0.610552269469648,326.999030195113
2013-06-01,"2013/Jun","Jun","Salario diario hombres","TABASCO.4","Tabasco","27",256.13,81.619237934972,0.610552269469648,419.505442543823
2013-06-01,"2013/Jun","Jun","Salario diario mujeres","TABASCO.5","Tabasco","27",223.51,81.619237934972,0.610552269469648,366.078403400499
2013-06-01,"2013/Jun","Jun","Salario diario hombres","TAMAULIPAS.4","Tamaulipas","28",280.27,81.619237934972,0.610552269469648,459.043416943572
2013-06-01,"2013/Jun","Jun","Salario diario mujeres","TAMAULIPAS.5","Tamaulipas","28",223.54,81.619237934972,0.610552269469648,366.127539242752
2013-06-01,"2013/Jun","Jun","Salario diario hombres","TLAXCALA.4","Tlaxcala","29",249.44,81.619237934972,0.610552269469648,408.548149721357
2013-06-01,"2013/Jun","Jun","Salario diario mujeres","TLAXCALA.5","Tlaxcala","29",198.66,81.619237934972,0.610552269469648,325.377547400757
2013-06-01,"2013/Jun","Jun","Salario diario hombres","VERACRUZ.NORTE.4","Veracruz","30",313.07,81.619237934972,0.610552269469648,512.765271140415
2013-06-01,"2013/Jun","Jun","Salario diario hombres","VERACRUZ.SUR.4","Veracruz","30",251.4,81.619237934972,0.610552269469648,411.7583580819
2013-06-01,"2013/Jun","Jun","Salario diario mujeres","VERACRUZ.NORTE.5","Veracruz","30",287.68,81.619237934972,0.610552269469648,471.179969980115
2013-06-01,"2013/Jun","Jun","Salario diario mujeres","VERACRUZ.SUR.5","Veracruz","30",209.54,81.619237934972,0.610552269469648,343.197479524588
2013-06-01,"2013/Jun","Jun","Salario diario hombres","YUCATÁN.4","Yucatán","31",245.55,81.619237934972,0.610552269469648,402.176868842524
2013-06-01,"2013/Jun","Jun","Salario diario mujeres","YUCATÁN.5","Yucatán","31",242.54,81.619237934972,0.610552269469648,397.246906003119
2013-06-01,"2013/Jun","Jun","Salario diario hombres","ZACATECAS.4","Zacatecas","32",258.16,81.619237934972,0.610552269469648,422.830301202957
2013-06-01,"2013/Jun","Jun","Salario diario mujeres","ZACATECAS.5","Zacatecas","32",216.47,81.619237934972,0.610552269469648,354.547859085079
2013-07-01,"2013/Jul","Jul","Salario diario hombres","AGUASCALIENTES.4","Aguascalientes","1",268.47,81.5921930404471,0.610349960281918,439.862402671403
2013-07-01,"2013/Jul","Jul","Salario diario mujeres","AGUASCALIENTES.5","Aguascalientes","1",224.74,81.5921930404471,0.610349960281918,368.214982591616
2013-07-01,"2013/Jul","Jul","Salario diario hombres","BAJA.CALIFORNIA.4","Baja California","2",292.58,81.5921930404471,0.610349960281918,479.364330366891
2013-07-01,"2013/Jul","Jul","Salario diario mujeres","BAJA.CALIFORNIA.5","Baja California","2",236.78,81.5921930404471,0.610349960281918,387.941370374846
2013-07-01,"2013/Jul","Jul","Salario diario hombres","BAJA.CALIFORNIA.SUR.4","Baja California Sur","3",274.47,81.5921930404471,0.610349960281918,449.692828476999
2013-07-01,"2013/Jul","Jul","Salario diario mujeres","BAJA.CALIFORNIA.SUR.5","Baja California Sur","3",240.9,81.5921930404471,0.610349960281918,394.691596094689
2013-07-01,"2013/Jul","Jul","Salario diario hombres","CAMPECHE.4","Campeche","4",360.08,81.5921930404471,0.610349960281918,589.956620679848
2013-07-01,"2013/Jul","Jul","Salario diario mujeres","CAMPECHE.5","Campeche","4",263.96,81.5921930404471,0.610349960281918,432.473199274197
2013-07-01,"2013/Jul","Jul","Salario diario hombres","CDMX.SUR.4","CDMX","9",349.59,81.5921930404471,0.610349960281918,572.769759563064
2013-07-01,"2013/Jul","Jul","Salario diario hombres","CDMX.NORTE.3","CDMX","9",418.64,81.5921930404471,0.610349960281918,685.901576542467
2013-07-01,"2013/Jul","Jul","Salario diario mujeres","CDMX.NORTE.4","CDMX","9",370.23,81.5921930404471,0.610349960281918,606.586424334315
2013-07-01,"2013/Jul","Jul","Salario diario mujeres","CDMX.SUR.5","CDMX","9",322.81,81.5921930404471,0.610349960281918,528.893292384086
2013-07-01,"2013/Jul","Jul","Salario diario hombres","CHIAPAS.4","Chiapas","7",249.67,81.5921930404471,0.610349960281918,409.060401813868
2013-07-01,"2013/Jul","Jul","Salario diario mujeres","CHIAPAS.5","Chiapas","7",228.33,81.5921930404471,0.610349960281918,374.096854031964
2013-07-01,"2013/Jul","Jul","Salario diario hombres","CHIHUAHUA.4","Chihuahua","8",279.73,81.5921930404471,0.610349960281918,458.310835099905
2013-07-01,"2013/Jul","Jul","Salario diario mujeres","CHIHUAHUA.5","Chihuahua","8",214.56,81.5921930404471,0.610349960281918,351.536026808121
2013-07-01,"2013/Jul","Jul","Salario diario hombres","COAHUILA.4","Coahuila","5",290.47,81.5921930404471,0.610349960281918,475.907297291923
2013-07-01,"2013/Jul","Jul","Salario diario mujeres","COAHUILA.5","Coahuila","5",224.63,81.5921930404471,0.610349960281918,368.034758118513
2013-07-01,"2013/Jul","Jul","Salario diario hombres","COLIMA.4","Colima","6",266.65,81.5921930404471,0.610349960281918,436.880506843706
2013-07-01,"2013/Jul","Jul","Salario diario mujeres","COLIMA.5","Colima","6",212.46,81.5921930404471,0.610349960281918,348.095377776162
2013-07-01,"2013/Jul","Jul","Salario diario hombres","DURANGO.4","Durango","10",231.72,81.5921930404471,0.610349960281918,379.651044612126
2013-07-01,"2013/Jul","Jul","Salario diario mujeres","DURANGO.5","Durango","10",193.69,81.5921930404471,0.610349960281918,317.342529047656
2013-07-01,"2013/Jul","Jul","Salario diario hombres","MÉXICO.PONIENTE.4","Estado de México","15",303.23,81.5921930404471,0.610349960281918,496.813336171824
2013-07-01,"2013/Jul","Jul","Salario diario hombres","MÉXICO.ORIENTE.4","Estado de México","15",291.13,81.5921930404471,0.610349960281918,476.988644130538
2013-07-01,"2013/Jul","Jul","Salario diario mujeres","MÉXICO.ORIENTE.5","Estado de México","15",229.26,81.5921930404471,0.610349960281918,375.620570031832
2013-07-01,"2013/Jul","Jul","Salario diario mujeres","MÉXICO.PONIENTE.5","Estado de México","15",257.56,81.5921930404471,0.610349960281918,421.987411748227
2013-07-01,"2013/Jul","Jul","Salario diario hombres","GUANAJUATO.4","Guanajuato","11",244.05,81.5921930404471,0.610349960281918,399.852569642627
2013-07-01,"2013/Jul","Jul","Salario diario mujeres","GUANAJUATO.5","Guanajuato","11",200.89,81.5921930404471,0.610349960281918,329.139040014371
2013-07-01,"2013/Jul","Jul","Salario diario hombres","GUERRERO.4","Guerrero","12",264.59,81.5921930404471,0.610349960281918,433.505393983784
2013-07-01,"2013/Jul","Jul","Salario diario mujeres","GUERRERO.5","Guerrero","12",222.12,81.5921930404471,0.610349960281918,363.922363323172
2013-07-01,"2013/Jul","Jul","Salario diario hombres","HIDALGO.4","Hidalgo","13",262.15,81.5921930404471,0.610349960281918,429.507687489508
2013-07-01,"2013/Jul","Jul","Salario diario mujeres","HIDALGO.5","Hidalgo","13",215.05,81.5921930404471,0.610349960281918,352.338844915578
2013-07-01,"2013/Jul","Jul","Salario diario hombres","JALISCO.4","Jalisco","14",291.38,81.5921930404471,0.610349960281918,477.398245205771
2013-07-01,"2013/Jul","Jul","Salario diario mujeres","JALISCO.5","Jalisco","14",261.85,81.5921930404471,0.610349960281918,429.016166199229
2013-07-01,"2013/Jul","Jul","Salario diario hombres","MICHOACÁN.4","Michoacán","16",264.96,81.5921930404471,0.610349960281918,434.111603575129
2013-07-01,"2013/Jul","Jul","Salario diario mujeres","MICHOACÁN.5","Michoacán","16",219.77,81.5921930404471,0.610349960281918,360.07211321598
2013-07-01,"2013/Jul","Jul","Salario diario hombres","MORELOS.4","Morelos","17",297.28,81.5921930404471,0.610349960281918,487.064830581274
2013-07-01,"2013/Jul","Jul","Salario diario mujeres","MORELOS.5","Morelos","17",249.21,81.5921930404471,0.610349960281918,408.306735835439
2013-07-01,"2013/Jul","Jul","Salario diario hombres","Nacional","NACIONAL","33",298.75,81.5921930404471,0.610349960281918,489.473284903645
2013-07-01,"2013/Jul","Jul","Salario diario mujeres","Nacional","NACIONAL","33",258.38,81.5921930404471,0.610349960281918,423.330903274992
2013-07-01,"2013/Jul","Jul","Salario diario hombres","NAYARIT.4","Nayarit","18",229.35,81.5921930404471,0.610349960281918,375.768026418916
2013-07-01,"2013/Jul","Jul","Salario diario mujeres","NAYARIT.5","Nayarit","18",210.24,81.5921930404471,0.610349960281918,344.458120228092
2013-07-01,"2013/Jul","Jul","Salario diario hombres","NUEVO.LEÓN.4","Nuevo León","19",326.34,81.5921930404471,0.610349960281918,534.676859566379
2013-07-01,"2013/Jul","Jul","Salario diario mujeres","NUEVO.LEÓN.5","Nuevo León","19",281.64,81.5921930404471,0.610349960281918,461.440187314687
2013-07-01,"2013/Jul","Jul","Salario diario hombres","OAXACA.4","Oaxaca","20",242.07,81.5921930404471,0.610349960281918,396.60852912678
2013-07-01,"2013/Jul","Jul","Salario diario mujeres","OAXACA.5","Oaxaca","20",215.26,81.5921930404471,0.610349960281918,352.682909818774
2013-07-01,"2013/Jul","Jul","Salario diario hombres","PUEBLA.4","Puebla","21",278.99,81.5921930404471,0.610349960281918,457.098415917215
2013-07-01,"2013/Jul","Jul","Salario diario mujeres","PUEBLA.5","Puebla","21",220.29,81.5921930404471,0.610349960281918,360.924083452465
2013-07-01,"2013/Jul","Jul","Salario diario hombres","QUERÉTARO.4","Querétaro","22",333.77,81.5921930404471,0.610349960281918,546.850203522309
2013-07-01,"2013/Jul","Jul","Salario diario mujeres","QUERÉTARO.5","Querétaro","22",273.08,81.5921930404471,0.610349960281918,447.415446498703
2013-07-01,"2013/Jul","Jul","Salario diario hombres","QUINTANA.ROO.4","Quintana Roo","23",223.2,81.5921930404471,0.610349960281918,365.69183996818
2013-07-01,"2013/Jul","Jul","Salario diario mujeres","QUINTANA.ROO.5","Quintana Roo","23",213.7,81.5921930404471,0.610349960281918,350.126999109319
2013-07-01,"2013/Jul","Jul","Salario diario hombres","SAN.LUIS.POTOSÍ.4","San Luis Potosí","24",278.28,81.5921930404471,0.610349960281918,455.935148863553
2013-07-01,"2013/Jul","Jul","Salario diario mujeres","SAN.LUIS.POTOSÍ.5","San Luis Potosí","24",238.07,81.5921930404471,0.610349960281918,390.054911923049
2013-07-01,"2013/Jul","Jul","Salario diario hombres","SINALOA.4","Sinaloa","25",222.52,81.5921930404471,0.610349960281918,364.577725043545
2013-07-01,"2013/Jul","Jul","Salario diario mujeres","SINALOA.5","Sinaloa","25",194.68,81.5921930404471,0.610349960281918,318.964549305579
2013-07-01,"2013/Jul","Jul","Salario diario hombres","SONORA.4","Sonora","26",264.37,81.5921930404471,0.610349960281918,433.144945037579
2013-07-01,"2013/Jul","Jul","Salario diario mujeres","SONORA.5","Sonora","26",203.97,81.5921930404471,0.610349960281918,334.185325261244
2013-07-01,"2013/Jul","Jul","Salario diario hombres","TABASCO.4","Tabasco","27",260.9,81.5921930404471,0.610349960281918,427.459682113343
2013-07-01,"2013/Jul","Jul","Salario diario mujeres","TABASCO.5","Tabasco","27",226.47,81.5921930404471,0.610349960281918,371.04942203223
2013-07-01,"2013/Jul","Jul","Salario diario hombres","TAMAULIPAS.4","Tamaulipas","28",281.52,81.5921930404471,0.610349960281918,461.243578798575
2013-07-01,"2013/Jul","Jul","Salario diario mujeres","TAMAULIPAS.5","Tamaulipas","28",224.47,81.5921930404471,0.610349960281918,367.772613430364
2013-07-01,"2013/Jul","Jul","Salario diario hombres","TLAXCALA.4","Tlaxcala","29",254.94,81.5921930404471,0.610349960281918,417.694792479784
2013-07-01,"2013/Jul","Jul","Salario diario mujeres","TLAXCALA.5","Tlaxcala","29",203.51,81.5921930404471,0.610349960281918,333.431659282815
2013-07-01,"2013/Jul","Jul","Salario diario hombres","VERACRUZ.NORTE.4","Veracruz","30",320.29,81.5921930404471,0.610349960281918,524.764513545736
2013-07-01,"2013/Jul","Jul","Salario diario hombres","VERACRUZ.SUR.4","Veracruz","30",263.52,81.5921930404471,0.610349960281918,431.752301381786
2013-07-01,"2013/Jul","Jul","Salario diario mujeres","VERACRUZ.NORTE.5","Veracruz","30",314.64,81.5921930404471,0.610349960281918,515.507529245466
2013-07-01,"2013/Jul","Jul","Salario diario mujeres","VERACRUZ.SUR.5","Veracruz","30",212.71,81.5921930404471,0.610349960281918,348.504978851396
2013-07-01,"2013/Jul","Jul","Salario diario hombres","YUCATÁN.4","Yucatán","31",246.74,81.5921930404471,0.610349960281918,404.259877212136
2013-07-01,"2013/Jul","Jul","Salario diario mujeres","YUCATÁN.5","Yucatán","31",240.18,81.5921930404471,0.610349960281918,393.511944998017
2013-07-01,"2013/Jul","Jul","Salario diario hombres","ZACATECAS.4","Zacatecas","32",271.66,81.5921930404471,0.610349960281918,445.088912391379
2013-07-01,"2013/Jul","Jul","Salario diario mujeres","ZACATECAS.5","Zacatecas","32",220.2,81.5921930404471,0.610349960281918,360.776627065381
2013-08-01,"2013/Aug","Aug","Salario diario hombres","AGUASCALIENTES.4","Aguascalientes","1",268.44,81.8243283851193,0.612086447476599,438.565501828502
2013-08-01,"2013/Aug","Aug","Salario diario mujeres","AGUASCALIENTES.5","Aguascalientes","1",224.37,81.8243283851193,0.612086447476599,366.565868146554
2013-08-01,"2013/Aug","Aug","Salario diario hombres","BAJA.CALIFORNIA.4","Baja California","2",291.63,81.8243283851193,0.612086447476599,476.452307026695
2013-08-01,"2013/Aug","Aug","Salario diario mujeres","BAJA.CALIFORNIA.5","Baja California","2",236.43,81.8243283851193,0.612086447476599,386.268967356999
2013-08-01,"2013/Aug","Aug","Salario diario hombres","BAJA.CALIFORNIA.SUR.4","Baja California Sur","3",272.54,81.8243283851193,0.612086447476599,445.263902057592
2013-08-01,"2013/Aug","Aug","Salario diario mujeres","BAJA.CALIFORNIA.SUR.5","Baja California Sur","3",241.09,81.8243283851193,0.612086447476599,393.882271032013
2013-08-01,"2013/Aug","Aug","Salario diario hombres","CAMPECHE.4","Campeche","4",358.68,81.8243283851193,0.612086447476599,585.995657114615
2013-08-01,"2013/Aug","Aug","Salario diario mujeres","CAMPECHE.5","Campeche","4",264.97,81.8243283851193,0.612086447476599,432.896367976077
2013-08-01,"2013/Aug","Aug","Salario diario hombres","CDMX.SUR.4","CDMX","9",349.52,81.8243283851193,0.612086447476599,571.030450749136
2013-08-01,"2013/Aug","Aug","Salario diario hombres","CDMX.NORTE.3","CDMX","9",417.66,81.8243283851193,0.612086447476599,682.354595044301
2013-08-01,"2013/Aug","Aug","Salario diario mujeres","CDMX.NORTE.4","CDMX","9",368.79,81.8243283851193,0.612086447476599,602.512931825858
2013-08-01,"2013/Aug","Aug","Salario diario mujeres","CDMX.SUR.5","CDMX","9",324.21,81.8243283851193,0.612086447476599,529.680082505657
2013-08-01,"2013/Aug","Aug","Salario diario hombres","CHIAPAS.4","Chiapas","7",247.17,81.8243283851193,0.612086447476599,403.815508444907
2013-08-01,"2013/Aug","Aug","Salario diario mujeres","CHIAPAS.5","Chiapas","7",228.08,81.8243283851193,0.612086447476599,372.627103475804
2013-08-01,"2013/Aug","Aug","Salario diario hombres","CHIHUAHUA.4","Chihuahua","8",279.28,81.8243283851193,0.612086447476599,456.275418531754
2013-08-01,"2013/Aug","Aug","Salario diario mujeres","CHIHUAHUA.5","Chihuahua","8",213.73,81.8243283851193,0.612086447476599,349.18270267399
2013-08-01,"2013/Aug","Aug","Salario diario hombres","COAHUILA.4","Coahuila","5",290.18,81.8243283851193,0.612086447476599,474.083360604212
2013-08-01,"2013/Aug","Aug","Salario diario mujeres","COAHUILA.5","Coahuila","5",224.61,81.8243283851193,0.612086447476599,366.957969623379
2013-08-01,"2013/Aug","Aug","Salario diario hombres","COLIMA.4","Colima","6",268.64,81.8243283851193,0.612086447476599,438.892253059189
2013-08-01,"2013/Aug","Aug","Salario diario mujeres","COLIMA.5","Colima","6",214.81,81.8243283851193,0.612086447476599,350.947159319701
2013-08-01,"2013/Aug","Aug","Salario diario hombres","DURANGO.4","Durango","10",233.51,81.8243283851193,0.612086447476599,381.498399388964
2013-08-01,"2013/Aug","Aug","Salario diario mujeres","DURANGO.5","Durango","10",193.65,81.8243283851193,0.612086447476599,316.376879112984
2013-08-01,"2013/Aug","Aug","Salario diario hombres","MÉXICO.ORIENTE.4","Estado de México","15",289.53,81.8243283851193,0.612086447476599,473.021419104479
2013-08-01,"2013/Aug","Aug","Salario diario hombres","MÉXICO.PONIENTE.4","Estado de México","15",301.14,81.8243283851193,0.612086447476599,491.989328045877
2013-08-01,"2013/Aug","Aug","Salario diario mujeres","MÉXICO.PONIENTE.5","Estado de México","15",255.46,81.8243283851193,0.612086447476599,417.359346956896
2013-08-01,"2013/Aug","Aug","Salario diario mujeres","MÉXICO.ORIENTE.5","Estado de México","15",229.32,81.8243283851193,0.612086447476599,374.652961106065
2013-08-01,"2013/Aug","Aug","Salario diario hombres","GUANAJUATO.4","Guanajuato","11",244.41,81.8243283851193,0.612086447476599,399.306341461422
2013-08-01,"2013/Aug","Aug","Salario diario mujeres","GUANAJUATO.5","Guanajuato","11",201.6,81.8243283851193,0.612086447476599,329.365240532805
2013-08-01,"2013/Aug","Aug","Salario diario hombres","GUERRERO.4","Guerrero","12",264.25,81.8243283851193,0.612086447476599,431.720063545603
2013-08-01,"2013/Aug","Aug","Salario diario mujeres","GUERRERO.5","Guerrero","12",224.24,81.8243283851193,0.612086447476599,366.353479846608
2013-08-01,"2013/Aug","Aug","Salario diario hombres","HIDALGO.4","Hidalgo","13",260.55,81.8243283851193,0.612086447476599,425.675165777888
2013-08-01,"2013/Aug","Aug","Salario diario mujeres","HIDALGO.5","Hidalgo","13",214.81,81.8243283851193,0.612086447476599,350.947159319701
2013-08-01,"2013/Aug","Aug","Salario diario hombres","JALISCO.4","Jalisco","14",291.29,81.8243283851193,0.612086447476599,475.896829934527
2013-08-01,"2013/Aug","Aug","Salario diario mujeres","JALISCO.5","Jalisco","14",263.24,81.8243283851193,0.612086447476599,430.069969830632
2013-08-01,"2013/Aug","Aug","Salario diario hombres","MICHOACÁN.4","Michoacán","16",265.39,81.8243283851193,0.612086447476599,433.582545560521
2013-08-01,"2013/Aug","Aug","Salario diario mujeres","MICHOACÁN.5","Michoacán","16",220.53,81.8243283851193,0.612086447476599,360.292244517358
2013-08-01,"2013/Aug","Aug","Salario diario hombres","MORELOS.4","Morelos","17",296.14,81.8243283851193,0.612086447476599,483.820547278694
2013-08-01,"2013/Aug","Aug","Salario diario mujeres","MORELOS.5","Morelos","17",249.55,81.8243283851193,0.612086447476599,407.703848090086
2013-08-01,"2013/Aug","Aug","Salario diario hombres","Nacional","NACIONAL","33",298.15,81.8243283851193,0.612086447476599,487.104397147102
2013-08-01,"2013/Aug","Aug","Salario diario mujeres","Nacional","NACIONAL","33",258.5,81.8243283851193,0.612086447476599,422.325965663343
2013-08-01,"2013/Aug","Aug","Salario diario hombres","NAYARIT.4","Nayarit","18",231.6,81.8243283851193,0.612086447476599,378.3779251359
2013-08-01,"2013/Aug","Aug","Salario diario mujeres","NAYARIT.5","Nayarit","18",212.13,81.8243283851193,0.612086447476599,346.568692828491
2013-08-01,"2013/Aug","Aug","Salario diario hombres","NUEVO.LEÓN.4","Nuevo León","19",325.68,81.8243283851193,0.612086447476599,532.081704051209
2013-08-01,"2013/Aug","Aug","Salario diario mujeres","NUEVO.LEÓN.5","Nuevo León","19",281.53,81.8243283851193,0.612086447476599,459.951369876986
2013-08-01,"2013/Aug","Aug","Salario diario hombres","OAXACA.4","Oaxaca","20",241.67,81.8243283851193,0.612086447476599,394.829849601006
